"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]"
19.4,-4.47872395743E-05,-3.64038325947508,3.64042804671466
19.42,-4.20046838384368E-05,-3.64507961217211,3.64512161685595
19.44,-3.178837331532E-05,-3.65004556343061,3.65007735180393
19.46,-3.12208042066133E-05,-3.65655873657925,3.65658995738346
19.48,-4.07128771682292E-05,-3.66578872837894,3.66582944125611
19.5,-5.26979210967731E-05,-3.67776698368471,3.67781968160581
19.52,-5.53910296270419E-05,-3.68853586250106,3.68859125353069
19.54,-4.83444543725964E-05,-3.69693093866216,3.69697928311653
19.56,-5.22679286772211E-05,-3.70686206027098,3.70691432819966
19.58,-6.37292009974796E-05,-3.71873626648735,3.71879999568835
19.6,-7.1389088315069E-05,-3.72802832688849,3.72809971597681
19.62,-7.08339531259169E-05,-3.73316291765233,3.73323375160546
19.64,-6.34069885739817E-05,-3.73705874675631,3.73712215374488
19.66,-6.23904985508348E-05,-3.74102168724092,3.74108407773947
19.68,-6.76293390118842E-05,-3.74757217625987,3.74763980559888
19.7,-7.67872559107583E-05,-3.75775288445758,3.75782967171349
19.72,-8.0703688230746E-05,-3.76646648079527,3.7665471844835
19.74,-7.37243687430618E-05,-3.77200171409418,3.77207543846292
19.76,-7.55225270734093E-05,-3.77844027838665,3.77851580091373
19.78,-8.59361733020543E-05,-3.78605581713453,3.78614175330783
19.8,-9.16703252978121E-05,-3.79154911081108,3.79164078113637
19.82,-8.95305795846183E-05,-3.79391796086821,3.79400749144779
19.84,-8.03723078826938E-05,-3.79477111709295,3.79485148940084
19.86,-7.4990225573387E-05,-3.79626937101242,3.79634436123798
19.88,-7.85721501294026E-05,-3.80065658147868,3.8007351536288
19.9,-8.72753515023419E-05,-3.80851751093577,3.80860478628727
19.92,-9.000269155418E-05,-3.81572768086231,3.81581768355386
19.94,-8.12884450814517E-05,-3.82024722359429,3.82032851203937
19.96,-7.96936148468607E-05,-3.82580119665369,3.82588089026853
19.98,-8.97159720708563E-05,-3.83293504276342,3.83302475873549
20,-9.68582988235503E-05,-3.83834789686112,3.83844475515994
20.02,-9.48709850956059E-05,-3.84072887013216,3.84082374111725
20.04,-8.57616474982049E-05,-3.84218651205446,3.84227227370195
20.06,-7.94384574597075E-05,-3.84501652217259,3.84509596063005
20.08,-8.18195043400654E-05,-3.85034980270822,3.85043162221256
20.1,-9.09690383194714E-05,-3.85911536434947,3.85920633338779
20.12,-9.52048914524129E-05,-3.86818131693711,3.86827652182856
20.14,-8.6814205342594E-05,-3.87533610690233,3.87542292110767
20.16,-8.47515613177128E-05,-3.8842534943779,3.88433824593922
20.18,-9.47745590923536E-05,-3.89455786082564,3.89465263538473
20.2,-0.00010228231284914,-3.90213120315209,3.90223348546494
20.22,-0.00010155912569063,-3.9069205763641,3.90702213548979
20.24,-9.17320618622259E-05,-3.91165959250303,3.9117513245649
20.26,-8.47654158428592E-05,-3.91903074270739,3.91911550812324
20.28,-8.85583221864853E-05,-3.9298002673727,3.92988882569489
20.3,-9.80513785627928E-05,-3.94360118421852,3.94369923559709
20.32,-0.000103200254224106,-3.9577933051658,3.95789650542002
20.34,-9.63430481318083E-05,-3.97064557730895,3.97074192035707
20.36,-9.38502465941112E-05,-3.98551998659073,3.98561383683733
20.38,-0.00010192050549183,-4.00392283076121,4.00402475126671
20.4,-0.000109763788861483,-4.02229395782845,4.02240372161731
20.42,-0.000111975211666425,-4.03797460410891,4.03808657932058
20.44,-0.00010526718102305,-4.05300428481872,4.05310955199974
20.46,-0.0001009918652335,-4.06974675774483,4.06984774961007
20.48,-0.000102326461082242,-4.08994826973884,4.09005059619993
20.5,-0.000108740171164903,-4.11534438447856,4.11545312464973
20.52,-0.000117070432646345,-4.14264342461066,4.14276049504331
20.54,-0.000112494308153898,-4.16848022101953,4.16859271532768
20.56,-0.000110893447364061,-4.19605662511652,4.19616751856388
